"NSC_number","smiles","logp","mol_weight","mol_formula"
87556,"O=C(CC1=CC(=CC=C1)Cl)O",2.09,170.5951,"C8H7ClO2"
87558,"O=C(COC1=CC(=CC=C1)O)O",0.76,168.1488,"C8H8O4"
87566,"O=C(CNC(=O)C1=C(O)C=CC=C1)O",0.95,195.1744,"C9H9NO4"
87630,"OC2=CC1=NC=CC=C1C=C2",1.98,145.1604,"C9H7NO"
87880,"N#CC1=CC(=CC=C1)C#N",0.8,128.133,"C8H4N2"
88064,"C[N]1C=CN=C1",-0.06,82.1048,"C4H6N2"
88124,"N#CC(=NNC1=CC(=CC=C1)Cl)C#N",3.38,204.6183,"C9H5ClN4"
88274,"[O-][N+](=O)C1=C(Cl)C(=CC(=C1)C(F)(F)F)[N+](=O)[O-]",2.5,270.552,"C7H2ClF3N2O4"
88277,"COC1=CC(=CC=C1)F",2.36,126.1301,"C7H7FO"
88293,"FC1=C(F)C(=C(F)C=C1F)F",2.53,168.0659,"C6HF5"
88295,"ClCC1=C(C=CC=C1)F",2.67,144.5758,"C7H6ClF"
88301,"CC(=O)C1=CC(=CC=C1)F",1.77,138.1411,"C8H7FO"
88303,"FC(F)(F)C1=CC=C(O)C=C1",2.82,162.1111,"C7H5F3O"
88310,"N#CC1=CC(=CC=C1)F",1.47,121.1137,"C7H4FN"
88327,"FC(F)(F)C1=CC=C(C(=O)O)C=C1",3.1,190.1215,"C8H5F3O2"
88329,"FC(F)(F)C1=C(NC(C)=O)C=CC=C1",1.17,203.1635,"C9H8F3NO"
88333,"FC(F)(F)C1=C(O)C=CC=C1",2.8,162.1111,"C7H5F3O"
88344,"O=C(CC1=CC(=CC=C1)F)O",1.65,154.1405,"C8H7FO2"
88940,"O=C(CC1=C(C=CC(=C1)O)O)O",0.86,168.1488,"C8H8O4"
89262,"C13=C4C(=CC=C1C2=CC=CC=C2C3)C=CC=C4",5.4,216.2818,"C17H12"
89263,"C4=CC3=CC2=C(C1=C(C=CC=C1)C2)C=C3C=C4",5.77,216.2818,"C17H12"
89265,"C3=CC2=CC5=C1C(=CC=CC1=C2C=C3)C4=CC=CC=C45",5.78,252.3148,"C20H12"
89273,"C2=CC1=C5C4=C3C(=C1C=C2)C=CC=C3C=CC4=CC=C5",6.44,252.3148,"C20H12"
89274,"C5=CC4=CC3=C(C2=C(C1=C(C=CC=C1)C=C2)C=C3)C=C4C=C5",7.11,278.3526,"C22H14"
89276,"CC3=CC2=C(C1=C(C=CC=C1)C=C2)C=C3",5.15,192.2598,"C15H12"
89291,"C1=CC(=CC=C1)C2=CC=CC=N2",2.63,155.1988,"C11H9N"
89297,"ClC1=C(Cl)C(=CC=C1Cl)N",3.33,196.4633,"C6H4Cl3N"
89303,"C1=C(C(=O)C=CC=C1)O",0.53,122.1232,"C7H6O2"
89305,"N1=CC=CN=C1",-0.4,80.089,"C4H4N2"
89394,"NNC1=C2C(=CN=N1)C=CC=C2",1.0,160.178,"C8H8N4"
89685,"CN",-0.57,31.0572,"CH5N"
89741,"S=C=NC1=C2C(=CC=C1)C=CC=C2",4.34,185.243,"C11H7NS"
89742,"FC1=CC=C(C=C1)C2=CCNCC2",2.37,177.2209,"C11H12FN"
89743,"C1CC(CCN1)C2=CC=CC=C2",2.39,161.2462,"C11H15N"
90290,"ClC1=C2C(=CC=C1Cl)C=CC=C2",4.42,197.0634,"C10H6Cl2"
90291,"ClC1=C2C(=C(Cl)C=C1)C=CC=C2",4.66,197.0634,"C10H6Cl2"
90321,"C5=CC3=C(C2=CC1=C4C(=CC=C1C=C2C=C3)C=CC=C4)C=C5",7.11,278.3526,"C22H14"
90324,"C6=CC3=C(C4=C2C1=C(C=CC=C1C=CC2=C3)C5=C4C=CC=C5)C=C6",7.71,302.3746,"C24H14"
90441,"[O-][N+](=O)C1=CC(=C([N+](=O)[O-])C=C1)O",1.75,184.108,"C6H4N2O5"
90464,"C1(=CC=C(C)C=C1)C2=CC=C(C)C=C2",5.09,182.2646,"C14H14"
90725,"C6=C7C1=C5C4=C3C2=C1C(=CC=C2C=CC3=CC=C4C=CC5=C6)C=C7",7.64,300.3588,"C24H12"
90784,"C3=CC2=CC1=CC5=C(C=C1C=C2C=C3)C=C4C=CC=CC4=C5",7.11,278.3526,"C22H14"
90796,"C14=C(C(=C2C(=C1)C=CC=C2)C3=CC=CC=C3)C=CC=C4",6.01,254.3306,"C20H14"
91193,"O=C(OC1=CC(=CC=C1)C)NC",1.7,165.1914,"C9H11NO2"
91464,"OC1=CC=C(I)C=C1",2.91,220.0094,"C6H5IO"
91484,"CN(C)C",0.16,59.1108,"C3H9N"
91488,"CN(C(=O)N(C)C)C",0.19,116.1626,"C5H12N2O"
91523,"OC(COC1=C2C(=CC=C1)C=CC=C2)CNC(C)C",2.98,259.3474,"C16H21NO2"
91527,"OCC1=C(C=CC=C1)C(C2=CC=C(O)C=C2)C3=CC=C(O)C=C3",3.27,306.3604,"C20H18O3"
91633,"C1C2(CC3CC1CC(C2)C3)O",2.14,152.2358,"C10H16O"
91733,"NCC(F)(F)F",0.24,99.0555,"C2H4F3N"
92339,"OCC(=O)C45C3(C)C(C2C(F)(C1(C)C(=CC(=O)C=C1)C(C2)F)C(C3)O)CC4OC(O5)(C)C",2.48,452.4942,"C24H30F2O6"
92517,"COC2=CC1=C(C=C[NH]1)C=C2",2.06,147.1762,"C9H9NO"
93131,"CC23C(=CC1C(C(=O)OC1C2)=C)C(C)CCC3",3.38,232.3218,"C15H20O2"
93399,"[O-][N+](=O)C1=C(N)C(=CC=C1)[N+](=O)[O-]",1.79,183.1232,"C6H5N3O4"
93819,"CCCC(C(=O)O)CCC",2.75,144.2132,"C8H16O2"
93911,"O=C(CC1=CC(=CC=C1)[N+](=O)[O-])O",1.45,181.1476,"C8H7NO4"
93919,"CC1=C(C)C(=O)C(=CC1=O)C",1.82,150.1768,"C9H10O2"
93932,"CC1=C(C)C(=CC=C1C)C",4.0,134.2206,"C10H14"
93938,"S=C=NC2=CC1=C(C=CC=C1)C=C2",4.34,185.243,"C11H7NS"
93981,"C(CCCCCCC(=O)OC)/C=C/C/C=C/CCCCC",6.82,294.4764,"C19H34O2"
93983,"C(CCCCCCCCCCC(=O)O)CCCCCCCC",9.29,312.5348,"C20H40O2"
94017,"[N]4(C1C(O)C2C(O1)COP(=O)(O2)O)C3=NC=NC(=C3N=C4)N",-2.96,329.2085,"C10H12N5O6P"
94100,"OC(C(C(CBr)O)O)C(CBr)O",-0.24,307.9664,"C6H12Br2O4"
94437,"C1(=C(C(=O)O)C=CC=C1)NC2=C(C)C(=CC=C2)C",5.12,241.289,"C15H15NO2"
94961,"C2(C1=CC=CC=C1)NCCC2",1.89,147.2194,"C10H13N"
95089,"CC13C(O)(CC(C1C2=CC(=O)OC2)OC(C)=O)C4C(CC3)C5(C(CC4)CC(CC5)OC6CC(OC)C(O)C(O6)C)C",2.26,576.7258,"C32H48O9"
95103,"[N]3(C1C(O)C(C(O1)CO)O)C2=NC=NC(=C2N=C3)SC",0.09,298.316,"C11H14N4O4S"
95239,"CCC1(C(=O)NC(=O)CC1)C2=CC=CC=C2",1.9,217.267,"C13H15NO2"
95810,"[O-][N+](=O)C1=CC(=CC=C1O)C2=CC=CC=C2",3.71,215.208,"C12H9NO3"
95854,"O=C1NC2=C(N1)N(C)C(N(C2=O)C)=O",-0.52,196.1652,"C7H8N4O3"
96336,"OC(C(F)(F)F)C(F)(F)F",1.66,168.0386,"C3H2F6O"
96624,"COC(=O)C1=C(F)C=CC=C1",1.82,154.1405,"C8H7FO2"
96828,"C[Si](C)(C)C1=CC=CC=C1",4.72,150.2956,"C9H14Si"
96966,"CC1=CC=CN=N1",-0.35,94.1158,"C5H6N2"
96971,"ClCC1=CC(=CC=C1)CCl",2.72,175.0572,"C8H8Cl2"
97013,"FC(F)(F)C2=NC1=CC=CC=C1[NH]2",2.67,186.1361,"C8H5F3N2"
97063,"ClC(Cl)(Cl)Cl",2.83,153.823,"CCl4"
97088,"OCC45C3C(C1(C(C(CC1)C2=CC(=O)OC2)(C)CC3O)O)CCC4(O)CC(O)CC5O",-0.02,438.5168,"C23H34O8"
97192,"ClC1C(Cl)CCCC1",3.18,153.051,"C6H10Cl2"
97249,"OC(=O)C1=C(C(=O)O)C(=C(C(=O)O)C(=C1C(=O)O)C(=O)O)C(=O)O",1.5,342.1722,"C12H6O12"
97356,"CC(OC2=C(C(OC1=CC=CC=C1)=O)C=CC=C2)=O",2.88,256.2574,"C15H12O4"
97401,"CCCN(CCC)CCC",2.79,143.2716,"C9H21N"
97413,"CCCCCCCC1=CC=CC=C1",5.37,176.301,"C13H20"
97419,"CCCCCCCCOC(=O)C1=CC(=C(O)C(=C1)O)O",3.66,282.3358,"C15H22O5"
97770,"C1(=CC=CC=C1)CCCC(N)=O",1.41,163.2188,"C10H13NO"
99367,"NC1=C(C=CC=C1)C2=C(N)C=CC=C2",1.34,184.2402,"C12H12N2"
99976,"CC(CC1=CC=C(CC(=O)O)C=C1)C",3.35,192.2572,"C12H16O2"
100036,"CCOCC",0.89,74.1224,"C4H10O"
101152,"CC1=C3C(=C(C)C2=C1C=CN=C2)[NH]C4=C3C=CC=C4",4.8,246.311,"C17H14N2"
101791,"O=C(COC(=O)C)C45C3(C)C(C2C(F)(C1(C)C(=CC(=O)C=C1)C(C2)F)C(C3)O)CC4OC(O5)(C)C",3.19,494.5314,"C26H32F2O7"
102722,"C=CCNC(=O)NCC=C",0.64,140.1846,"C7H12N2O"
102765,"NC(=O)C1=CC=C(F)C=C1",0.91,139.1289,"C7H6FNO"
102770,"COC(=O)C1=CC=C(F)C=C1",2.28,154.1405,"C8H7FO2"
102838,"CC1(C)NC(C)(C)CCC1",2.15,141.2558,"C9H19N"
103152,"O=CC1=C(C=CC=C1)C",2.26,120.1506,"C8H8O"
104210,"CN(CCC=C1C3=C(CCC2=C1C=CC=C2)C=CC=C3)C",4.92,277.4084,"C20H23N"
105831,"[O-][N+](=O)C1=NC=C[NH]1",0.15,113.0756,"C3H3N3O2"
106568,"NC2=C(CC1=CC(=C(OC)C(=C1)OC)OC)C=NC(=N2)N",0.91,290.3212,"C14H18N4O3"
107321,"O=C(C(CN1CCCCC1)C)C2=CC=C(C)C=C2",3.65,245.3638,"C16H23NO"
107679,"O=S3(=O)C1=CC(=C(C=C1NC(CC2CCCC2)N3)Cl)S(N)(=O)=O",1.27,379.8759,"C13H18ClN3O4S2"
107680,"CC34C(C2C(C1(C)C(=CC(=O)C=C1)C(C2)F)(F)C(C3)O)CC(C4(C(COC(C(C)(C)C)=O)=O)O)C",3.86,494.5746,"C27H36F2O6"
108080,"CC1=C(C)C(=CC=C1O)O",1.36,138.1658,"C8H10O2"
108161,"O=S2(=O)C1=CC(=C(C=C1NC(CSCC(F)(F)F)N2C)Cl)S(N)(=O)=O",1.9,439.8696,"C11H13ClF3N3O4S3"
108206,"O=C(NC1=CC=CC=C1)C2=CC=CN=C2",1.73,198.2238,"C12H10N2O"
108368,"O=C(CC1=CC(=CC=C1)C(=O)O)O",1.14,180.1598,"C9H8O4"
108579,"OC34C(CC2C(O)(C)C1=CC=CC(=C1C(C2=C3O)=O)O)C(N(C)C)C(=C(C4=O)C(N)=O)O",-1.3,444.4402,"C22H24N2O8"
108685,"NCC(O)C1=CC=C(O)C=C1",-0.9,153.1804,"C8H11NO2"
109103,"C(NC(N)=O)C1=CC=CC=C1",0.73,150.1798,"C8H10N2O"
109149,"CC2=CC1=C(C=CC=C1)N=C2",2.53,143.1878,"C10H9N"
109911,"C13=C5C(=CC=C1C2=CC=C4C(=C2[NH]3)C=CC=C4)C=CC=C5",6.4,267.3294,"C20H13N"
110431,"O=S2(=O)C1=CC(=C(C=C1NC(CCl)N2C)Cl)S(N)(=O)=O",1.42,360.2296,"C9H11Cl2N3O4S2"
110432,"FC(C(Cl)Cl)(OC)F",2.21,164.9668,"C3H4Cl2F2O"
110433,"N(S(=O)(=O)C1=CC=C(N)C=C1)C2=C(OC)N=CC=N2",0.7,280.3008,"C11H12N4O3S"
110777,"O=S(N(C)C)(=O)C1=CC=C(N)C=C1",0.67,200.255,"C8H12N2O2S"
111173,"C1CC2CCN1CC2",1.38,111.1864,"C7H13N"
111639,"C[Si](CCCC)(C)C",4.2,130.3052,"C7H18Si"
112771,"OC(=O)C1C(C(=O)O)C2CCC1O2",1.91,186.164,"C8H10O5"
113665,"N(C(=N)NC(N)=N)CCCC",-1.2,157.218,"C6H15N5"
113975,"BrC1=C(C(=C(C(=C1Br)Br)Br)Br)Br",6.07,551.49,"C6Br6"
114650,"CN(CC1=C2C(=CC=C1OC)C(=O)C(=C(O2)C3=CC=CC=C3)C)C",3.65,323.3908,"C20H21NO3"
114900,"CN(CCCN2C1=C(C=CC=C1)CCC3=C2C=CC=C3)C",4.8,280.412,"C19H24N2"
114901,"CNCCCN2C1=C(C=CC=C1)CCC3=C2C=CC=C3",4.9,266.3852,"C18H22N2"
115260,"ClC1=C(Cl)C=C(N)C=C1Cl",3.32,196.4633,"C6H4Cl3N"
115597,"CC(NC(=O)NC(C)=O)=O",-0.68,144.1298,"C5H8N2O3"
115890,"OC1=C2C(=CC(=C1)O)C=CC=C2",1.97,160.172,"C10H8O2"
116721,"[O-][N+](=O)C3=C2C1=C(C=C([N+](=O)[O-])C=C1[N+](=O)[O-])C(C2=CC(=C3)[N+](=O)[O-])=O",2.4,360.196,"C13H4N4O9"
117548,"OC(=O)C3N2C(C(NC(C(OC1=CC=CC=C1)C)=O)C2=O)SC3(C)C",2.28,364.4154,"C17H20N2O5S"
117858,"CC1C(OC(=O)CC)(CCN(C)C1)C2=CC=CC=C2",2.83,261.3632,"C16H23NO2"
117861,"CN4C2C3C(C1=C(C=CC(=C1)O)C2)(CCCC3)CC4",3.11,257.3748,"C17H23NO"
118137,"C3=CC1=C(N=C(C=C1)C2=CC=CC=C2)C=C3",3.9,205.2586,"C15H11N"
118185,"C(C=C)(N)=O",-0.67,71.0786,"C3H5NO"
118360,"C(C(=O)O)(CCCN)N",-4.22,132.162,"C5H12N2O2"
118365,"C(C(=O)O)(CO)N",-3.07,105.0932,"C3H7NO3"
118368,"C(C(C(=O)O)N)C1=CC(=C(O)C=C1)O",-2.74,197.1902,"C9H11NO4"
118418,"C(C#N)C1=CC=CC=C1",1.56,117.15,"C8H7N"
118976,"C(N=C=S)C1=CC=CC=C1",3.16,149.21,"C8H7NS"
118993,"C(=C)C1=CC=CC=N1",1.54,105.139,"C7H7N"
119059,"C(NCC(=O)O)(=O)C1=CC=CC=C1",0.31,179.175,"C9H9NO3"
119334,"O(C(C)=O)C1C(OC(C)=O)C(COC(C)=O)OC(C1OC(C)=O)OC(C)=O",0.63,390.3432,"C16H22O11"
119343,"[N+]([O-])(=O)C1=C([N+](=O)[O-])C=C(Cl)C=C1",2.18,202.5537,"C6H3ClN2O4"
119993,"OC35C2C(C1(C)C(CC(O)CC1)CC2)CCC3(C)C(C4=CC(=O)OC4)CC5",2.64,374.5192,"C23H34O4"
120200,"N(C)C",-0.38,45.084,"C2H7N"
120417,"C(C(=O)O)(C1=CC=CC=C1)C2=CC=CC=C2",3.09,212.2476,"C14H12O2"
120715,"C(N)C1=CC=CC=C1",1.09,107.1548,"C7H9N"
120724,"C(CCC)C1C(=O)NC(=O)NC1=O",0.77,184.1944,"C8H12N2O3"
120742,"C(C)(C)C1(CC)C(=O)NC(=O)NC1=O",0.97,198.2212,"C9H14N2O3"
120767,"C(C=C)C1(C(C)C)C(=O)NC(=O)NC1=O",1.15,210.2322,"C10H14N2O3"
120800,"C(CC(C)C)C1(CC)C(=O)NC(=O)NC1=O",2.07,226.2748,"C11H18N2O3"
120815,"C(CCC)(C)C1(CC=C)C(=O)NC(=S)NC1=O",3.23,254.3464,"C12H18N2O2S"
122003,"C(C(=O)O)(C)O",-0.72,90.0786,"C3H6O3"
122024,"CC1=C[NH]C2=C1C=CC=C2",2.6,131.1768,"C9H9N"
122285,"C(=O)(O)C1CC(O)CN1",-3.17,131.131,"C5H9NO3"
122286,"C(C(C(=O)O)N)C1=C[NH]C2=C1C=CC=C2",-1.06,204.228,"C11H12N2O2"
122289,"C(CO)Cl",0.03,80.5139,"C2H5ClO"
122326,"S(C)C2=C1[N](C=NC1=NC=N2)C3OC(CO)C(C3O)O",0.09,298.316,"C11H14N4O4S"
122476,"C(C(C(=O)O)N)C1=CC(=C(O)C=C1)OC",-2.54,211.217,"C10H13NO4"
122758,"C(=C/C(=C/C=C/C(=C/C(=O)O)C)C)/C1=C(C)CCCC1(C)C",6.3,300.44,"C20H28O2"
122792,"C(OCC)(=O)C1=CC=C(N)C=C1",1.86,165.1914,"C9H11NO2"
122793,"C(CC(=O)O)(N)C1=CC=CC=C1",-1.4,165.1914,"C9H11NO2"
122828,"C(C(=O)O)CCC",1.39,102.1328,"C5H10O2"
122829,"C(CC(=O)O)CCCC",2.42,130.1864,"C7H14O2"
122830,"C(CCCCC)CC(=O)O",3.05,144.2132,"C8H16O2"
122831,"C(CCCCCC)CCC(=O)O",4.09,172.2668,"C10H20O2"
122832,"C(CCCCCC)CCCC(=O)O",4.42,186.2936,"C11H22O2"
122834,"C(CCCCCCCC)CCCCC(=O)O",6.11,228.374,"C14H28O2"
123396,"O(C)C3=C2C1=CC=C(O)C(C=C1C(NC(C)=O)CCC2=CC(=C3OC)OC)=O",1.2,385.4158,"C21H23NO6"
123398,"O=C1N6C2C5(C4N(CC3=CCOC(C1)C2C3C4)CC5)C7=C6C=C(OC)C(=C7)OC",0.98,394.4694,"C23H26N2O4"
123864,"C(NN)(=O)C1=CC(=CC=C1)[N+](=O)[O-]",0.23,181.1506,"C7H7N3O3"
123976,"OC46C3C(C2(C)C(CC(OC1C(O)C(OC)C(O)C(O1)C)CC2)CC3)CCC4(C)C(C5=CC(=O)OC5)CC6",2.1,534.6886,"C30H46O8"
124514,"C(NNCCC(NCC1=CC=CC=C1)=O)(=O)C2=CC=NC=C2",0.87,298.3438,"C16H18N4O2"
125478,"C(CCCC)C1(CC)C(=O)NC(=O)NC1=O",2.24,226.2748,"C11H18N2O3"
125673,"C(C(C)C)(C(=O)O)N",-2.26,117.1474,"C5H11NO2"
125718,"C(C(=O)O)C1=CC=CC=C1",1.41,136.15,"C8H8O2"
125773,"C(CCC)(C)C1(CC)C(=O)NC(=O)NC1=O",2.1,226.2748,"C11H18N2O3"
126040,"C(CC(OCC)=O)C1=CC=CC=C1",2.73,178.2304,"C11H14O2"
126584,"C(=O)(O)C1=C(F)C=CC=C1F",1.59,158.1042,"C7H4F2O2"
126699,"N(N)C1=C2C(=CN=N1)C=CC=C2",1.0,160.178,"C8H8N4"
126789,"C(C(C)N)C1=CC=CC=C1",1.76,135.2084,"C9H13N"
126907,"C(O)C1=CC=NC=C1",0.06,109.1274,"C6H7NO"
127175,"C(C)(=O)O",-0.17,60.0524,"C2H4O2"
127180,"C(=O)(O)C1=CC=CN=C1",0.36,123.111,"C6H5NO2"
127219,"O=C1N2C(=NC(=C1)C)C=CC=C2",0.57,160.175,"C9H8N2O"
127933,"O=C1N6C2C5(C4N(CC3=CCOC(C1)C2C3C4)CC5)C7=C6C=CC=C7",1.93,334.417,"C21H22N2O2"
127939,"C(C(C(CO)O)O)(C(CO)O)O",-3.1,182.173,"C6H14O6"
127975,"OC3C([N]2C1=C(C(=NC=N1)N)N=C2)OC4C3OP(=O)(O)OC4",-2.96,329.2085,"C10H12N5O6P"
128138,"O(C(NC)=O)C1=CC=CC=C1",1.24,151.1646,"C8H9NO2"
128143,"C(C)C1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2",1.47,232.2384,"C12H12N2O3"
128464,"C(OCCCC)(=O)C1=CC=C(N)C=C1",2.87,193.245,"C11H15NO2"
128663,"N(CCCl)(CCCl)C",0.91,156.0546,"C5H11Cl2N"
128891,"OC3C4C([N]2C1=C(C(=NC=N1)N)N=C2)OC3COP(O4)(=O)O",-2.96,329.2085,"C10H12N5O6P"
128998,"C(C(=O)O)(C)(O)C1=CC=CC=C1",0.8,166.1762,"C9H10O3"
129262,"N(=C=S)C1=CC=C(I)C=C1",4.22,261.0798,"C7H4INS"
129710,"BrC1=CC=CC=N1",1.42,157.9973,"C5H4BrN"
130820,"C(N(CC)CC)(=O)C1=CC=CN=C1",0.33,178.2334,"C10H14N2O"
130895,"[N+]([O-])(=O)C1=CC=[N+]([O-])C=C1",-0.55,140.0982,"C5H4N2O3"
131450,"[N+]([O-])(=O)C1=C(NN=C(C)C)C=CC(=C1)[N+](=O)[O-]",3.05,238.2024,"C9H10N4O4"
131456,"C(CC1=CC=CC=C1)(=O)C2=CC=CC=C2",3.18,196.2482,"C14H12O"
131458,"C(O)(C1=C2C(=NC=C1)C=CC(=C2)OC)C3N4CC(C=C)C(C3)CC4",3.44,324.4218,"C20H24N2O2"
131486,"[O-][N+]1=C2C(=C(Cl)C=C1)C=CC(=C2)Cl",1.85,214.0506,"C9H5Cl2NO"
131586,"C(F)(F)(F)C1=C(N)C=CC=C1",2.41,161.1263,"C7H6F3N"
131815,"OC(=O)C3N2C(C(NC(CC1=CC=CC=C1)=O)C2=O)SC3(C)C",1.83,334.3892,"C16H18N2O4S"
131929,"O=C(NC1=CC=CC=C1)NC(=O)C2=CC=CC=C2",3.39,240.261,"C14H12N2O2"
131951,"O=C(NC1C(CCCC1)C)NC2=CC=CC=C2",3.09,232.3248,"C14H20N2O"
133438,"BrCCCC1=CC=CC=C1",3.72,199.0899,"C9H11Br"
133457,"CC(OC(=O)C1=CC(=C(O)C(=C1)O)O)C",1.54,212.2018,"C10H12O5"
133895,"O=C(CCCC1=CC=CC=C1)OC",2.77,178.2304,"C11H14O2"
134533,"OC(=O)C1=C(O)C(=CC=C1)OC",1.94,168.1488,"C8H8O4"
135479,"N(CCNC(=O)C=C)(C)C",-0.25,142.2004,"C7H14N2O"
135802,"CC(C)=O",-0.24,58.0798,"C3H6O"
137232,"O=S(NC)(=O)C1=CC=C(N)C=C1",-0.01,186.2282,"C7H10N2O2S"
137449,"[O-][N+](=O)C2=CC1=C(C=CC=N1)C=C2",1.82,174.1586,"C9H6N2O2"
140669,"BrC2=CC=C1NC(CN=C(C1=C2)C3=CC=CC=N3)=O",2.05,316.1565,"C14H10BrN3O"
141046,"CC(N=C3C=C2N(C1=C(C=CC=C1)N=C2C=C3NC4=CC=C(Cl)C=C4)C5=CC=C(Cl)C=C5)C",4.3,473.4036,"C27H22Cl2N4"
141574,"N1=CC=CC=C1",0.65,79.1012,"C5H5N"
142661,"N(S(=O)(=O)C1=CC=C(C)C=C1)C(NC2CCCCC2)=O",2.9,296.3836,"C14H20N2O3S"
143490,"FC(C(Cl)Br)(F)F",2.3,197.3821,"C2HBrClF3"
144717,"COC1=C(OC)C=C(CC(C)N)C=C1",1.2,195.2608,"C11H17NO2"
145719,"O=S(CC)(CC)=O",-0.59,122.1818,"C4H10O2S"
146583,"CC1=C3C(=CC=C1)C2=C(C=CC=C2)C=C3",5.08,192.2598,"C15H12"
147479,"COC(OC)OC",0.25,106.1212,"C4H10O3"
148317,"CC(CCCCC(=O)OC)=O",0.55,158.1968,"C8H14O3"
148363,"CC(CC#N)C",1.07,83.1328,"C5H9N"
148790,"CC13C(O)(CC(C1C2=CC(=O)OC2)OC(C)=O)C4C(CC3)C5(C(CC4)CC(CC5)O)C",1.93,432.5558,"C25H36O6"
150399,"CC14C5(CCC1C3C(C2(C)C(=CC(=O)CC2)CC3SC(C)=O)CC4)OC(=O)CC5",2.78,416.5744,"C24H32O4S"
150866,"C13=C(C=CC=C1)SC2=CC=C(C=C2N3CCCN4CCN(CCO)CC4)Cl",4.2,403.9689,"C21H26ClN3OS"
151193,"NCCNC(=O)C1=CC=CC=C1",0.06,164.2066,"C9H12N2O"
151909,"OC(=O)C1=C3C(=CC2=C1C=CC=C2)C=CC=C3",3.85,222.2428,"C15H10O2"
152653,"CC(C(=O)O)(O)C1=CC=CC=C1",0.8,166.1762,"C9H10O3"
153684,"[O-][N+]2=CC1=C(C=CC=C1)C=C2",0.25,145.1604,"C9H7NO"
155175,"COC1=C(Cl)C=CC=C1",2.68,142.5847,"C7H7ClO"
155745,"COC(=O)C1=C(Cl)C(=C(C(OC)=O)C(=C1Cl)Cl)Cl",4.4,331.967,"C10H6Cl4O4"
157378,"C(COP(OCCC)OCCC)C",2.26,208.2369,"C9H21O3P"
158037,"O=C2C1=C(C=CC=C1)SS2",2.73,168.228,"C7H4OS2"
158274,"OCC1=C(C=CC=C1)F",1.31,126.1301,"C7H7FO"
158283,"OCCF",-0.67,64.0593,"C2H5FO"
158426,"C(CCCCCCCCCCC(=O)OC)CCCCCCCCCC",10.2,354.6152,"C23H46O2"
158474,"CP(C)C1=CC=CC=C1",2.57,138.1487,"C8H11P"
159055,"N(CCNC(=O)C1=C2C(=NC(=C1)OCCCC)C=CC=C2)(CC)CC",4.4,343.468,"C20H29N3O2"
159121,"FC(F)(F)C1=CC=C([N+](=O)[O-])C=C1",2.55,191.1093,"C7H4F3NO2"
159478,"C12=NC3=C(C(N1CCC2)=O)C=CC=C3",1.07,186.2128,"C11H10N2O"
160470,"[NH]1C3=C(C2=CC=CC=C12)C=NC=C3",3.17,168.1976,"C11H8N2"
160490,"FC(F)(F)C1=CC=C(C(=O)N)C=C1",1.71,189.1367,"C8H6F3NO"
163044,"CC(NC1=NC(=NC(=N1)SC)NCC)C",2.98,227.3268,"C9H17N5S"
163045,"CC(NC1=NC(=NC(=N1)OC)NCC)C",2.69,211.2662,"C9H17N5O"
163046,"CC(NC1=NC(=NC(=N1)Cl)NCC)C",2.61,215.6851,"C8H14ClN5"
163047,"CCN(CC)C1=NC(=NC(=N1)NC(C)C)Cl",3.94,243.7387,"C10H18ClN5"
163048,"CC(NC1=NC(=NC(=N1)OC)NC(C)C)C",2.99,225.293,"C10H19N5O"
163051,"CCNC1=NC(=NC(=N1)SC)NCC",2.8,213.3,"C8H15N5S"
163343,"CC(C[N]2C1=C(N(C)C(=O)N(C1=O)C)N=C2)O",-0.77,238.2456,"C10H14N4O3"
163380,"[O-][N+](=O)C1=C2C(=CC=C1)C=CC(=N2)C",1.99,188.1854,"C10H8N2O2"
163962,"NCCN",-2.04,60.0986,"C2H8N2"
163974,"[O-][N+](=O)C1=C2C(=CC=C1)N=C(C)C=C2",1.99,188.1854,"C10H8N2O2"
165212,"NCCC1=C[NH]C2=C1C=CC=C2",1.55,160.2182,"C10H12N2"
165557,"COC1=NC=CC=N1",0.23,110.1152,"C5H6N2O"
165559,"C(CCCC1C(=O)CC(O)C1/C=C/C(CCCCC)O)CCC(=O)O",3.2,354.4856,"C20H34O5"
165560,"C(C1C(=O)CC(O)C1/C=C/C(CCCCC)O)/C=C/CCCC(=O)O",2.82,352.4698,"C20H32O5"
165652,"CNCCC",0.84,73.1376,"C4H11N"
165663,"CCCCCCOC(N)=O",1.85,145.201,"C7H15NO2"
166278,"[O-][N+](=O)C1=CC=C(OCC(=O)O)C=C1",1.48,197.147,"C8H7NO5"
166285,"CNCC(O)C1=CC=C(O)C=C1",-0.45,167.2072,"C9H13NO2"
167759,"COC1=C(OC)C(=CC(=C1)CC(C)N)OC",1.21,225.287,"C12H19NO3"
167822,"O=C(OC1=C2C(=CC=C1)CC(O2)(C)C)NC",2.32,221.2554,"C12H15NO3"
168718,"OC(=O)C1=C(F)C(=C(C)C(=C1F)F)F",3.15,208.112,"C8H4F4O2"
168977,"NCCCN2C1=C(C=CC(=C1)Cl)SC3=C2C=CC=C3",4.47,290.8099,"C15H15ClN2S"
169091,"CN4CC(CN1C3=C(SC2=C1C=CC=C2)C=CC=C3)CC4",5.23,296.4294,"C18H20N2S"
169105,"NCCC1=CC(=C(O)C=C1)O",-0.98,153.1804,"C8H11NO2"
